사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-12,경원선,1009,서빙고,63,2,"1,020",713,"2,296","4,960","3,242","4,008","3,871","9,223","3,513","3,988","3,929","3,958","3,093","2,897","4,054","2,865","4,006","4,901","4,170","3,883","5,263","5,374","9,033","5,283","10,323","4,400","7,655","4,808","2,855","3,788","2,246","2,109","2,434","2,230","1,429","1,787",280,"1,102",56,276,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1010,한남,174,1,778,686,"1,435","4,522","2,511","11,182","2,882","15,179","3,017","12,442","3,649","7,332","5,011","5,226","5,226","5,498","4,860","5,923","6,359","5,090","7,890","5,137","9,350","6,133","14,966","7,206","13,560","7,376","7,775","4,790","5,955","2,438","6,129","2,338","5,620","1,433","2,356",897,146,337,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1011,옥수,0,0,0,33,2,56,27,35,83,247,18,13,20,184,25,232,22,94,19,19,16,20,35,42,467,60,432,37,64,35,325,16,42,25,34,10,31,14,23,0,0,0,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1012,응봉,152,1,"1,174",142,"2,899",947,"7,062","1,214","7,037","2,200","5,029","1,617","3,879","1,342","3,407","1,423","3,106","1,740","2,721","2,093","2,697","2,531","2,963","2,883","3,169","3,873","2,982","4,639","2,343","5,263","1,371","4,305",878,"3,013",693,"2,572",475,"2,333",210,"1,467",40,523,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1013,왕십리(성동구청),"1,001",33,"6,187","1,507","8,920","6,393","27,337","14,298","45,058","24,249","28,448","21,197","19,818","21,527","21,373","26,392","26,244","29,050","29,474","28,686","31,893","30,364","36,580","34,667","41,367","40,810","43,101","53,940","41,153","70,915","33,172","49,341","33,574","30,882","35,638","26,058","28,802","23,294","13,248","12,443","1,530","4,706",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1014,청량리(서울시립대입구),"1,446",14,"4,935","1,986","7,592","12,909","28,601","15,614","42,816","22,550","31,904","33,518","38,646","32,812","33,511","43,080","36,424","38,144","37,180","37,673","40,187","42,362","43,330","40,289","44,827","45,551","42,171","45,598","40,086","56,123","33,799","38,993","29,222","23,147","19,971","21,369","11,251","15,167","6,318","7,962",237,"3,471",0,1,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1016,외대앞,418,24,"5,348","1,758","11,021","5,772","30,316","7,957","34,336","24,705","19,614","15,447","16,877","16,612","17,770","18,921","19,797","16,436","20,059","15,575","21,891","17,819","23,494","17,825","27,793","20,469","30,350","25,134","20,815","34,756","12,972","27,316","11,673","19,112","11,621","17,597","8,758","19,048","4,485","13,437",357,"3,633",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1017,신이문,"1,613",50,"8,384",953,"14,144","2,554","35,145","4,354","40,395","8,780","23,226","5,577","17,024","6,095","14,766","7,875","14,071","9,387","13,209","10,416","11,577","10,941","11,474","16,486","11,807","19,986","11,600","22,807","10,091","31,875","5,638","23,146","4,091","16,575","3,147","15,251","2,384","14,239","1,179","9,775",118,"2,416",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1018,석계,"1,663",16,"5,461","2,172","10,054","7,308","21,384","5,062","22,938","7,958","15,943","6,492","14,961","6,930","14,627","9,025","14,247","9,905","13,692","11,580","12,418","12,623","12,818","17,050","14,951","21,404","15,155","24,536","10,506","33,431","7,912","23,003","6,568","16,778","6,316","16,117","5,052","13,935","2,963","9,066",214,"2,378",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1019,광운대,"2,399",11,"6,602","1,266","14,949","2,985","32,234","6,376","28,947","14,584","16,450","10,928","13,829","10,389","13,964","11,683","13,743","11,317","14,496","12,226","13,392","12,987","14,344","14,260","16,134","17,540","15,506","20,447","12,200","26,548","7,757","21,402","8,217","14,469","7,573","12,787","5,100","12,284","2,817","10,310",192,"5,857",1,12,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1020,월계,"1,015",9,"4,779","1,359","9,176","2,510","24,868","6,409","23,511","14,329","15,539","11,051","13,690","7,835","13,334","7,041","13,115","9,087","14,043","10,949","12,007","9,923","12,629","11,024","14,972","14,269","12,654","15,312","9,736","22,391","5,404","15,938","4,316","10,376","3,620","9,602","3,218","9,250","1,212","5,787",103,"1,549",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1021,녹천,"1,369",37,"4,213",721,"8,007","1,556","20,845","4,087","18,532","4,951","10,290","2,646","8,710","3,481","7,408","3,339","8,286","4,357","6,749","4,511","5,543","5,434","6,034","6,436","7,080","8,363","6,288","9,910","4,650","14,710","3,224","11,316","1,864","7,525","1,834","7,124","1,083","6,939",459,"4,009",52,"1,078",0,2,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1022,창동,0,0,1,0,2,0,9,0,8,0,8,0,8,0,10,0,10,0,19,0,12,0,16,0,3,0,19,0,16,0,12,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1901,방학,458,7,"10,883","1,782","15,383","5,369","34,618","9,979","30,461","21,533","21,287","12,093","19,031","12,961","18,428","11,741","20,181","14,182","17,875","14,619","16,579","17,279","17,380","20,560","17,459","23,670","18,335","26,017","19,165","30,400","10,287","26,355","8,269","16,433","7,024","14,457","4,426","12,784","2,169","7,663",347,"2,546",0,5,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1902,도봉,238,6,"6,484","1,223","10,408","3,304","19,700","3,915","17,883","10,942","14,034","8,120","12,644","7,188","11,432","7,108","10,732","9,257","10,964","9,239","10,540","9,789","10,518","11,920","10,130","13,736","10,264","14,983","10,392","16,547","4,442","14,026","3,223","8,763","2,683","8,185","1,731","7,359",942,"4,551",174,"1,664",0,3,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1903,도봉산,220,5,"6,673",890,"9,145","2,238","20,192","3,960","20,509","5,986","14,679","9,670","13,358","12,103","13,728","12,577","15,014","13,347","18,124","10,938","19,911","10,269","20,636","10,136","19,035","10,766","15,142","9,790","10,973","10,255","6,548","8,344","4,582","5,613","3,359","5,323","2,301","4,776","1,118","3,120",224,"1,323",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1904,망월사,440,5,"7,876","1,167","12,770","3,545","28,289","5,152","25,479","17,877","18,876","14,818","16,593","10,588","16,321","14,973","17,626","13,183","17,584","13,008","16,438","14,568","17,096","15,280","17,266","18,274","16,562","21,453","11,344","26,315","6,614","22,133","5,666","14,985","4,854","13,308","4,082","11,474","1,868","7,605",345,"3,628",0,1,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1905,회룡,"1,770",7,"14,701","2,374","29,004","6,458","57,867","8,898","50,396","14,164","33,352","12,043","29,613","12,156","27,131","15,165","26,364","17,341","22,876","19,336","19,899","21,758","20,495","26,686","19,472","32,234","17,685","38,669","12,877","46,970","8,486","41,951","6,734","27,018","6,018","21,710","3,920","19,456","1,874","12,302",336,"5,497",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1906,의정부,"3,509",9,"10,871","2,553","30,206","7,895","50,262","11,885","49,259","35,947","31,312","36,795","27,986","30,322","30,266","32,853","32,830","35,768","34,178","40,831","38,025","36,820","41,832","36,487","42,971","40,398","45,369","49,984","43,739","58,841","28,052","51,000","27,836","31,961","19,612","27,814","15,192","24,169","8,278","18,168","1,343","9,868",1,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1907,가능,528,4,"8,452","1,565","11,745","3,496","24,165","6,787","20,623","13,680","13,108","8,144","12,582","6,740","12,009","7,541","12,204","8,604","10,926","9,143","9,566","8,372","10,386","11,404","11,105","11,799","12,631","16,658","9,189","19,243","5,463","18,030","4,724","12,249","3,491","9,510","2,720","8,976","1,207","5,207",237,"2,583",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1908,녹양,458,1,"5,411",979,"7,325","2,324","16,313","4,881","14,211","8,604","9,558","4,528","9,078","4,004","8,133","5,114","8,578","5,788","7,432","5,993","6,805","5,335","7,792","7,995","7,912","8,212","7,863","11,682","7,454","13,423","3,516","12,110","3,065","8,708","2,466","7,017","1,447","6,934",593,"3,917",101,"1,672",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1909,양주,"2,436",10,"5,815","1,313","11,118","5,691","28,572","10,813","22,218","9,707","18,816","6,829","16,516","5,982","15,090","7,195","13,751","9,586","12,712","9,559","11,045","10,468","11,668","12,538","11,756","13,003","12,881","19,776","12,005","21,688","5,431","20,855","3,592","15,362","2,825","11,763","1,875","11,060",900,"6,715",136,"2,912",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1910,덕계,51,0,"6,530",623,"17,055","3,270","29,960","4,567","29,702","7,761","14,972","4,472","12,476","3,661","10,084","4,652","9,166","5,824","8,795","6,268","7,419","7,614","8,096","10,057","8,822","13,665","8,574","17,825","7,630","23,522","4,493","21,320","3,653","14,070","2,971","11,976","2,662","10,135","1,372","7,811",284,"2,499",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1911,덕정,4,0,"5,199",950,"11,425","4,801","21,402","8,678","20,964","18,592","12,567","10,575","11,732","7,181","11,130","6,647","11,318","7,285","13,015","8,237","11,563","8,984","12,832","10,095","12,327","11,254","13,662","14,449","11,787","16,494","5,492","15,593","3,695","10,793","2,998","9,528","2,248","8,172","1,156","5,447",285,"2,483",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1912,지행,53,4,"5,096","1,004","10,708","2,660","19,366","5,468","21,505","13,047","15,300","6,246","14,128","6,990","12,219","7,560","12,248","8,180","11,564","9,376","10,982","12,084","11,353","14,260","11,213","15,693","12,193","18,750","10,524","20,026","7,327","17,873","6,020","13,803","5,536","10,615","3,629","9,049","2,236","6,431",296,"4,201",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1913,동두천중앙,5,0,"2,245",513,"4,444","1,315","7,882","3,432","8,047","10,339","5,961","3,644","5,888","4,394","5,708","4,449","6,577","4,659","5,648","4,954","5,679","5,680","5,928","5,559","5,958","5,867","5,842","6,293","5,846","6,405","2,566","5,274","1,901","4,347","1,424","3,248",849,"2,775",473,"2,353",37,"1,319",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1914,보산,37,0,"1,441",377,"1,830","1,342","3,751","1,986","3,280","3,595","3,338","1,587","3,432","1,688","3,070","1,823","3,006","1,349","2,800","1,904","2,884","2,434","3,279","2,624","4,199","3,260","5,001","3,296","2,532","3,903","1,515","4,020","1,107","3,125",884,"2,178",457,"1,534",222,"1,528",19,654,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1915,동두천,30,0,"1,032",561,"2,454","1,700","3,760","4,397","4,967","5,169","3,640","5,033","3,719","2,882","4,059","2,481","3,966","3,335","4,330","3,605","4,290","3,067","5,288","2,809","5,155","3,133","4,108","3,607","3,809","3,822","1,601","2,821",978,"2,534",600,"2,146",411,"1,617",292,"1,744",17,682,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1916,소요산,78,0,467,292,500,677,"1,364",960,"2,434","1,665","2,100","2,224","2,345","4,552","2,953","6,893","4,068","7,770","6,829","6,395","8,240","5,266","7,998","3,578","5,165","2,715","2,846","2,079","1,855","1,724",495,"1,117",546,"1,055",218,770,153,697,130,480,7,339,1,6,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1917,청산,0,0,78,0,96,142,578,199,558,198,319,167,298,186,273,250,271,235,273,223,285,212,279,175,319,287,298,222,221,295,86,317,67,148,40,106,16,110,17,92,2,92,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1918,전곡,3,0,482,8,"1,298",480,"3,012",727,"4,334","2,320","3,611","1,185","2,944","1,382","2,727","1,587","2,703","2,053","2,648","1,960","2,440","2,194","2,420","1,946","2,453","2,763","2,188","2,976","1,837","3,902","1,236","3,245","1,083","1,848",701,"1,563",482,"1,324",288,"1,042",27,700,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경원선,1919,연천,2,1,234,3,664,282,"1,096",666,"3,438","2,606","2,540","1,418","1,724","1,937","1,764","2,710","2,555","2,688","3,013","2,462","3,094","1,942","2,707","1,553","1,982","1,581","1,644","1,667","1,490","1,819",466,"1,426",412,772,188,609,105,517,78,378,3,300,0,3,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1751,산본,700,1,"10,413","1,999","24,086","6,453","55,615","14,435","52,402","30,888","29,102","22,400","26,314","21,813","25,707","24,449","27,570","26,530","27,032","27,137","28,129","28,235","31,542","31,886","32,143","38,033","30,718","43,553","32,162","66,346","20,909","53,188","19,395","32,102","17,994","26,776","13,332","22,026","5,340","14,297",702,"4,925",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1752,대야미,9,2,"2,981",927,"7,962","3,092","17,906","4,981","21,553","6,819","11,670","3,943","9,598","4,269","8,358","4,643","8,286","5,410","8,261","5,953","7,773","6,397","7,845","8,559","9,008","10,905","9,118","11,485","9,835","15,785","5,078","11,863","3,979","9,212","2,350","7,739","1,641","7,483","1,089","4,652",176,"1,204",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1753,반월,8,1,"4,202",891,"9,109","2,382","18,437","3,790","17,288","7,004","10,214","3,590","8,775","3,517","8,251","4,594","7,705","5,125","7,638","5,459","6,817","6,242","6,506","7,961","7,354","10,231","7,304","12,194","6,630","15,632","3,479","12,640","2,914","9,405","1,657","7,912","1,371","7,520",650,"4,163",121,"1,157",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1754,상록수,633,36,"13,928","2,116","31,122","8,829","63,664","12,352","60,151","19,456","34,888","13,631","28,340","12,225","24,871","12,603","24,962","14,467","23,269","17,037","20,461","20,059","21,186","23,508","23,525","30,107","23,888","43,037","20,539","62,372","14,290","48,710","10,963","37,122","8,551","31,215","6,176","26,727","2,535","18,357",445,"5,906",0,1,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1755,한대앞,108,2,"8,428","1,145","16,921","3,920","31,300","8,489","25,717","22,400","19,252","14,262","16,098","14,055","16,337","10,854","16,545","13,093","16,594","13,007","16,812","13,496","17,413","14,987","19,480","19,927","20,666","25,059","17,602","32,664","10,252","25,623","8,841","17,730","8,629","16,032","6,143","14,176","2,438","10,154",271,"3,258",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1756,중앙,218,13,"11,074","1,311","31,129","10,404","54,468","16,390","45,014","37,353","28,315","32,679","26,231","23,093","29,774","22,319","31,384","26,799","29,294","31,735","29,978","30,963","32,762","33,042","38,581","40,252","40,216","51,050","40,005","69,284","26,186","54,371","26,410","36,243","27,160","31,021","21,579","26,208","8,650","20,310",954,"6,738",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1757,고잔,306,2,"5,800",915,"15,556","6,714","28,082","14,361","21,859","29,043","15,785","16,326","14,911","12,303","14,756","11,544","14,356","11,763","14,156","13,394","14,911","12,820","17,744","13,202","18,310","14,752","24,155","19,765","22,255","24,335","9,751","19,825","8,459","12,161","7,930","11,418","4,986","10,005","2,046","8,529",173,"3,456",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1758,초지,356,2,"4,076",349,"11,673","4,582","20,884","9,079","16,370","10,996","9,822","6,784","7,825","4,724","7,750","4,730","8,622","5,220","7,422","5,362","6,560","5,943","7,119","7,179","8,532","8,389","9,599","12,594","10,107","15,823","4,677","15,515","3,587","10,182","2,952","9,258","1,802","7,676",783,"6,465",78,"2,555",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1759,안산,"2,147",29,"10,642","1,578","13,748","15,182","22,835","36,681","24,404","30,199","20,004","14,130","16,540","12,835","16,466","15,316","17,505","15,871","18,497","16,089","18,951","17,715","20,996","18,608","25,730","19,130","42,983","25,915","41,843","26,166","18,899","21,317","15,259","16,686","9,066","14,223","4,258","11,150","1,455","7,061",157,"2,968",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1760,신길온천,35,0,"2,892",149,"5,110","1,764","9,076","3,239","6,745","2,529","5,005","1,513","3,731","1,439","3,309","1,841","3,155","2,117","2,967","2,022","2,968","2,735","3,048","3,442","3,749","3,668","4,421","5,259","3,836","6,974","1,754","5,894","1,098","3,833",916,"3,622",519,"2,757",168,"2,209",29,633,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1761,정왕,352,6,"8,966",945,"12,930","12,472","20,998","24,210","20,693","28,485","16,486","20,031","13,756","12,734","13,870","12,431","14,648","12,920","15,887","13,270","14,989","13,025","20,082","13,784","21,783","15,367","27,272","20,012","29,723","24,697","13,563","17,665","10,703","14,640","6,948","14,115","5,072","11,740","1,709","8,417",86,"2,620",0,1,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1762,오이도,238,12,"5,910",538,"13,944","6,919","30,572","10,873","23,656","12,491","15,135","6,495","12,860","7,112","11,604","9,512","12,379","10,357","11,654","10,522","10,969","11,829","12,614","13,884","14,202","16,448","16,639","19,711","16,016","25,809","8,509","21,027","6,828","13,809","5,332","12,946","3,732","11,480","1,262","8,395",15,"4,035",0,1,0,0,0,0,2026-01-03 11:12:47
2025-12,안산선,1763,수리산,6,1,"3,739",612,"9,384","1,642","18,119","4,538","17,448","7,452","10,705","2,764","7,879","3,328","7,837","2,971","6,721","3,334","6,410","3,620","5,074","4,728","6,537","5,634","5,218","7,739","5,382","8,317","4,942","12,553","2,566","9,735","2,019","7,255","1,267","5,694",893,"5,750",424,"3,361",66,999,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,과천선,1450,선바위,0,0,858,"1,279","5,623","9,002","14,625","21,893","18,360","26,441","13,824","15,103","11,381","7,617","10,206","7,966","10,918","7,970","11,224","7,696","11,100","7,736","13,487","8,608","17,578","10,512","27,954","11,978","29,887","15,019","13,027","10,987","9,229","8,912","7,850","8,391","4,675","7,698","1,910","4,494",234,850,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,과천선,1451,경마공원,1,0,483,507,"1,040","2,614","1,691","3,807","2,199","10,860","2,228","28,253","2,441","32,215","3,112","17,737","3,625","17,464","4,943","13,898","7,155","8,803","12,139","5,253","17,786","3,391","28,358","2,375","57,212","2,113","7,468","1,665","1,983","1,059",769,979,491,889,197,592,35,138,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,과천선,1452,대공원,0,0,77,331,339,"2,734",583,"3,892","1,041","10,806","1,553","19,376","2,124","14,707","6,953","7,362","10,469","6,700","6,574","6,921","6,848","5,749","8,070","3,773","10,097","2,790","11,583","1,961","10,783","1,238","6,344",937,"3,887",630,"1,866",512,484,416,197,265,41,49,0,0,0,0,0,0,2026-01-03 11:12:47
